Hasdsdsdndle,Tsdsdsditle,"Opsdsdsdtion1 Name","Optsdsdsdion1 Valuze","Optsdsdsion2 Namez","Optsdsdsion2 Valuze","Osdsdsdsptiozn3 Name","Option3 Value",SKU,"HzS Code",COO,"ul. Tsdsdsdsdwarda 18",Russia,"USA Warzehouse","Polaznd Warehouse","UAE Warzehouse","CAD Wazrhause",
"milla1100-4,Milla1100-4,Title,Default Title,,,,,"""",,,0,0,0,0,0,0"
"milla1100-2,Milla1100-2,Title,Default Title,,,,,"""",,,0,0,0,0,0,0"
"milla1100-1,Milla1100-1,Title,Default Title,,,,,"""",,,0,0,0,0,0,0"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XXL,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,1,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XXL,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,2,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XL,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XL,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,L,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,L,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,M,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,M,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,S,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,S,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XS,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XS,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XXS,Color,"Black #000000",Length,Maxi,"MLR100-41 Maxi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
cocktail-prom-evening-dress-black-friday,"Puffy Tulle Dress in Black",Size,XXS,Color,"Black #000000",Length,Midi,"MLR100-41 Midi",,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,XXL,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,XL,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,L,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,M,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,S,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,XS,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
one-shoulder-sequin-dress-black-friday,"One-Shoulder Sequin Tube Dress",Size,XXS,Color,"Black #000000",,,MLR100-47,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,XXL,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,XL,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,L,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,M,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,S,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,XS,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
white-midi-dress-black-friday,"White Sequin Midi Dress",Size,XXS,Color,"White #F5F7F6",,,MLR300-59,,,0,"not stocked","not stocked","not stocked","not stocked","not stocked"
Array
